Time,OFFC_avg_value,Temp,Humid,Pressure
2019-03-21 14:00:00,21.2,13.0,68.60048029510328,1022.2499695
2019-03-21 15:00:00,20.9,13.6000004,41.96009346835972,1027.5
2019-03-21 16:00:00,20.7,7.35000015,69.45072446699032,1013.1499939
2019-03-21 17:00:00,20.4,10.0499999,96.10774815624794,1020.25
2019-03-21 18:00:00,20.1,9.0,60.47858890041005,1029.0
2019-03-21 19:00:00,19.700000000000003,7.700000300000001,89.02167672865212,1023.0
2019-03-21 20:00:00,19.53333333333333,8.6500001,81.68611566032394,1017.0499878
2019-03-21 21:00:00,19.35,8.79999995,81.27088893883946,1027.1500244
2019-03-21 22:00:00,19.244444444444444,3.35,99.6399188435437,1027.4000244
2019-03-21 23:00:00,19.14444444444444,7.400000400000001,69.54477125369033,1023.0500182999999
2019-03-22 00:00:00,18.975,9.5,26.401448513735115,1019.7499695
2019-03-22 01:00:00,18.83333333333333,6.20000005,87.56871727808742,1023.0999756
2019-03-22 02:00:00,18.74,10.5500002,75.61541812254143,1010.3499756
2019-03-22 03:00:00,18.642857142857142,10.75,85.55244294514604,1015.5
2019-03-22 04:00:00,18.542857142857144,2.09999995,40.088520737598195,1029.2999878
2019-03-22 05:00:00,18.6,6.25,62.471594813456115,1011.3999939
2019-03-22 06:00:00,20.568571428571428,8.3999996,70.11527855462818,1030.6999512
2019-03-22 07:00:00,22.29,18.5,42.88442166649186,1015.9500122
2019-03-22 08:00:00,21.35,10.29999995,61.17310597453741,1021.2499695
2019-03-22 09:00:00,20.75,9.8000002,68.89605526385033,1029.5999756
2019-03-22 10:00:00,20.633333333333333,17.2000003,38.74479998174809,1012.1499939
2019-03-22 11:00:00,20.53333333333333,8.8499999,91.79571563946894,1015.8000182999999
2019-03-22 12:00:00,21.86521739130435,14.0,48.517157057826005,1026.6999512
2019-03-22 13:00:00,23.864285714285707,22.6999998,37.77854834603829,1017.9500122
2019-03-22 14:00:00,22.883333333333333,17.3000002,40.292417236017286,1018.4500122
2019-03-22 15:00:00,21.95,13.900000600000002,83.359128631358,1010.8000182999999
2019-03-22 16:00:00,22.65714285714286,15.5,52.46696716077901,1019.5
2019-03-22 17:00:00,25.37777777777778,15.6999998,62.93283513493439,1020.9000243999999
2019-03-23 11:00:00,18.87857142857143,8.9499998,73.68409600235859,1009.25
2019-03-23 12:00:00,19.62307692307693,16.3999996,33.228237454829376,1021.5999756
2019-03-23 13:00:00,20.6,9.6000004,85.00725784064784,1017.5
2019-03-23 14:00:00,21.65,13.2000003,67.51745467406404,1013.6000061
2019-03-23 15:00:00,21.58181818181818,12.0999999,50.227104758653255,1017.4499817000001
2019-03-23 16:00:00,20.67,10.39999985,69.82326462732415,1006.8500061
2019-03-23 17:00:00,20.08333333333333,9.0999999,76.84885915322573,1013.0
2019-03-23 18:00:00,19.65,9.6500001,89.35004282477117,1009.8500061
2019-03-23 19:00:00,19.3,8.0500002,70.20221291040599,1021.5499878
2019-03-23 20:00:00,19.03333333333333,7.25,50.0,1004.75
2019-03-23 21:00:00,18.76,13.5999999,61.446902211610436,1023.8500061
2019-03-23 22:00:00,19.4,2.3500000500000002,91.09947525761103,1023.0499878
2019-03-23 23:00:00,20.3,10.9499998,73.09552084849224,1018.9500122
2019-03-24 00:00:00,20.74545454545455,11.7000003,70.94210716191756,1025.5
2019-03-24 01:00:00,20.954545454545453,14.450000300000001,55.74676820003168,1008.1999817000001
2019-03-24 04:00:00,21.1,10.5999999,0.0,1021.9500122
2019-03-24 05:00:00,21.357142857142858,16.5,59.93221352691661,1021.6500243999999
2019-03-24 06:00:00,21.65,7.0,79.41051677500359,1024.0
2019-03-24 07:00:00,22.05,17.9499998,49.624987253607586,1018.9500122
2019-03-24 08:00:00,22.35,14.1999998,61.58598190447555,1018.5499878
2019-03-24 09:00:00,22.450000000000003,13.6000004,40.17997407760489,1021.9000244
2019-03-24 10:00:00,22.522222222222226,14.9000001,57.52943648904663,1019.75
2019-03-24 11:00:00,22.775,12.5,48.5207533681169,1022.5499878
2019-03-24 12:00:00,22.53333333333333,17.0,34.360283268538744,1019.7999878
